com_name,province,city,credit_no,legal_person,com_type,com_cate,data_eastablish,capital,num_emp,locate,email,bussiness_scope,com_url,phone,more_phone
广州慧牧生物科技有限公司,广东省,广州市,91440101MA59GXN91J,陈鹏,其他有限责任公司,科技推广和应用服务业,2016-12-13,54万人民币,5435,广州市增城区新塘镇东华工业村首层,暂无信息,生物技术咨询、交流服务;生物技术开发服务;饲料批发;饲料零售;饲料添加剂批发;饲料添加剂零售;畜牧业科学研究服务;(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,-,48411515,"[""48411515""]"
广东汉普人力资源有限公司,广东省,中山市,9144200079620311XA,宋润发,有限责任公司(自然人投资或控股),商务服务业,2006-11-16,1000万人民币,6648,中山市东区博爱六路80号中山嘉明电力有限公司生产控制大楼7楼之1卡,hope9000@126.com,人力资源服务机构；劳务派遣；国内劳务分包；企业管理软件开发及销售；承接计算机网络工程；承接园林绿化工程；承接船舶修造工程（不含渔业船舶修造）；承接钢结构安装工程；承接机电安装工程；销售：电子产品、船舶设备及配件、劳保用品；承接通讯设备及网络维护工作；计算机网络、软件技术开发、技术服务；清洁服务；物业管理；餐饮管理；增值电信业务、专用电信网运营；档案整理和数据处理服务；仓储服务、会议服务、配送服务、装卸搬运服务、礼仪服务、物流信息咨询；家政服务；承接市政道路建筑工程；以上不涉及前置许可经营范围的业务外包服务（以上项目不含互联网信息和上网服务，且法律、法规禁止的项目除外；法律、法规限制的项目须取得相关许可方可经营）；（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,www.hphrs.com,0760-88232411,"[""0760-88232411"",""87880775"",""0760-87880775""]"
广州聚瑞企业管理咨询有限公司,广东省,广州市,91440114685217586P,赵欣,有限责任公司(自然人投资或控股),商务服务业,2009-02-27,200万人民币,6914,广州市花都区新华街保利城北街20号17号铺（仅限办公用途）,minxian061@163.com,装卸搬运;企业管理服务（涉及许可经营项目的除外）;单位后勤管理服务（涉及许可经营的项目除外）;翻译服务;劳务派遣服务;,www.sk166.com,18620258625,"[""18620258625"",""13430297317"",""28009018"",""020-28009018""]"
广州市华好日用品有限公司,广东省,广州市,914401060658306898,欧阳书军,有限责任公司(自然人投资或控股),批发业,2013-04-17,500万人民币,8743,广州市天河区天河路242号2007房（仅限办公用途）（不可作厂房使用),xiaoli@cthr.com.cn,日用杂品综合零售;市场营销策划服务;企业管理咨询服务;其他日用化学产品制造（监控化学品、危险化学品除外）;清扫、清洗日用品零售;日用化工专用设备制造;日用杂品生产专用设备制造;加工纸制造;化工产品批发（危险化学品除外）;化工产品零售（危险化学品除外）;化妆品及卫生用品批发;化妆品及卫生用品零售;化妆品制造;厨房用具及日用杂品零售;包装服务;机制纸及纸板制造;手工纸制造;其他纸制品制造;肥皂及合成洗涤剂制造;口腔清洁用品制造;文具制造;文具用品批发;文具用品零售;日用家电设备零售;人力资源外包;业务流程外包;邮政代办业务;装卸搬运;商品批发贸易（许可审批类商品除外）;商品零售贸易（许可审批类商品除外）;打包、装卸、运输全套服务代理;仓储咨询服务;仓储代理服务;清洁用品批发;企业管理服务（涉及许可经营项目的除外）;接受委托从事劳务外包服务;以服务外包方式从事职能管理服务和项目管理服务以及人力资源服务和管理;企业总部管理;单位后勤管理服务（涉及许可经营的项目除外）;市场调研服务;为留学人员提供创业、投资项目的信息咨询服务;商品信息咨询服务;,-,38395626,"[""38395626"",""020-38395626""]"
深圳易薪人力资源顾问有限公司,广东省,深圳市,91440300MA5EF01H6J,张洋,有限责任公司（自然人投资或控股的法人独资）,商务服务业,2017-03-31,200万人民币,8996,深圳市福田区沙头街道深南西路车公庙工业区天安数码时代大厦主楼603,zhiyong.tan@chinatalentgroup.com,经济信息咨询、企业管理咨询、财务咨询；通信设备的技术开发；从事广告业务；会议服务；展览展示策划；国内贸易；健康养生管理咨询（不含医疗行为）。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）劳务派遣；人才资源开发与管理咨询；人才信息咨询。,-,0755-88285633,"[""0755-88285633""]"
珠海林朗办公家具有限公司,广东省,珠海市,91440400789418032G,肖雅,有限责任公司(自然人独资),零售业,2006-05-26,200万,7812,珠海市担杆镇伶宾路5号116之四室,暂无信息,办公家具的批发、零售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,-,暂无信息,-
深圳市皇马劳务派遣有限公司,广东省,深圳市,914403006911657008,曹荣柱,有限责任公司,商务服务业,2009-06-23,200万人民币,6394,深圳市龙岗区龙岗街道南联社区龙岗大道6105号三楼,2849506343@qq.com,一般经营项目是：劳务派遣、企业管理咨询、投资策划、礼仪策划（以上法律、行政法规或者国务院决定禁止和规定在登记前须经批准的项目除外）。，许可经营项目是：,-,13302952308,"[""13302952308"",""0755-84848808""]"
东莞市宏远新科实业投资有限公司长安分公司,广东省,东莞市,91441900592145560R,孙旺娣,其他有限责任公司分公司,商务服务业,2012-01-17,-,5826,东莞市长安镇上沙社区长南路东莞安力科技园建造有限公司综合楼四楼,lqt@winnersae.com,实业投资；自有物业出租、管理；销售：电子产品、日用品、建筑材料、通用机械设备、机电设备；商务信息咨询；计算机软硬件开发及技术服务；机器设备租赁、设备维修及保养服务；人力资源中介服务、劳务外包、劳务派遣。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,-,85300628,"[""85300628""]"
广东省广播电视网络股份有限公司中山分公司,广东省,中山市,91442000559164575K,高巍巍,其他股份有限公司分公司(非上市),广播、电视、电影和影视录音制作业,2010-07-22,-,6207,中山市东区东裕路93号尚峰金融商务中心8座11层1卡,暂无信息,在隶属公司经营范围内开展相关业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,www.gcable.com.cn,0760-89883902,"[""0760-89883902""]"
深圳市乐有家房产交易有限公司,广东省,深圳市,914403006837904509,杜艳花,有限责任公司,房地产业,2009-02-01,20000万人民币,5566,深圳市福田区园岭街道华林社区八卦四路52号安吉尔大厦1603-1612,1918868888@qq.com,房地产经纪；信息咨询（不含限制项目）；房地产销售策划。,www.leyoujia.com,0755-25884486,"[""0755-25884486""]"
珠海市天维广告有限公司,广东省,珠海市,91440400315136113U,张小琼,有限责任公司(自然人独资),商务服务业,2014-09-24,-,9672,珠海市香洲翠前北路138号8栋504房之一,暂无信息,室内外广告设计制作，室内装修设计（凭资质证开业）装饰材料；劳保用品办公用品，五金交电批发零售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,www.123baojia.com,暂无信息,-
一汽—大众汽车有限公司佛山分公司,广东省,佛山市,914406055797407011,刘亦功,分公司,汽车制造业,2011-07-22,-,5746,广东省佛山市南海区狮山镇官窑虹岭一路1号,dongmei.lv@faw-vw.com,生产德国大众、奥迪ABCD级系列轿车、奥迪V6系列发动机及其总成、零部件，并销售自产产品、提供售后服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,www.faw-vw.com,0757-85831753,"[""0757-85831753"",""85861753"",""0757-85861753""]"
上海保利物业酒店管理集团有限公司广州分公司,广东省,广州市,914401017281907839,张军,有限责任公司分公司,房地产业,2001-03-27,-,6401,广州市天河区天河北路233号1109房（仅限办公用途）,暂无信息,开关、插座、接线板、电线电缆、绝缘材料零售;陶瓷装饰材料零售;电气设备批发;百货零售（食品零售除外）;木质装饰材料零售;金属装饰材料零售;会议及展览服务;建筑物清洁服务;室内装饰、设计;市场营销策划服务;装饰石材零售;房地产咨询服务;摄影服务;电气设备零售;建材、装饰材料批发;电脑打字、录入、校对、打印服务;电气机械设备销售;五金零售;酒店管理;通用机械设备销售;五金产品批发;餐饮管理;物业管理;游泳馆;中餐服务;西餐服务,www.polygd.com,87520789,"[""87520789"",""020-87520789""]"
江西龙艺企业管理服务有限公司深圳分公司,广东省,深圳市,91440300349716976J,张红平,有限责任公司分公司,商务服务业,2015-08-10,-,6851,深圳市宝安区西乡街道富华社区新城广场3层2211-D316,15818635710@163.com,一般经营项目是：为企业提供鉴证咨询服务、投资咨询（不含限制项目）、企业管理咨询（不含限制项目）；信息技术服务；会议展览服务；企业形象设计（以上法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。，许可经营项目是：劳务派遣，人力资源服务。,-,15818635710,"[""15818635710"",""021-69711000"",""18620308735""]"
上海明酷营销服务有限公司从化分公司,广东省,广州市,9144010130439183XC,孙广军,有限责任公司分公司(自然人投资或控股),商务服务业,2014-06-04,-,7461,广州市从化街口街青云路107号二楼215单元（仅限办公用途）,yiqin.mo@mecoolchina.cn,劳务派遣服务;市场营销策划服务;市场调研服务;企业形象策划服务;投资咨询服务;工艺品批发;,-,021-62278811,"[""021-62278811"",""62278811"",""020-38370256""]"
宁波才烁人力资源服务有限公司深圳分公司,广东省,深圳市,91440300MA5ELQ4L1B,柴媛,其他有限责任公司分公司,商务服务业,2017-07-04,-,6233,深圳市龙岗区龙城街道爱联社区龙翔大道缤纷世纪公寓A栋4H,christy.chai@cdpgroupltd.com,日用品、文教用品、服装、运动护具、五金交电、建筑装潢材料、金属材料、电子设备、针纺织品、化工原料及产品（不含危险化学品）的批发、零售；健康管理咨询，健身服务，翻译服务，企业营销策划和市场推广、市场调查，投资咨询，法律咨询服务(不得以律师名义从事法律服务业务；不得以谋取经济利益从事诉讼和辩护业务)；公关策划，会务服务；国内陆路货运代理，国际陆路货运代理，业务流程外包（上述经营范围不含国家法律法规规定禁止、限制和许可经营项目）。（依法需经批准的项目，经相关部门批准后方可开展经营活动）普通货物仓储。,-,13651469871,"[""13651469871"",""0755-84514431""]"
中国电信集团有限公司广州分公司,广东省,广州市,91440000725074832B,李勇平,有限责任公司分公司(国有独资),电信、广播电视和卫星传输服务,2000-09-01,-,5241,广州市天河区体育东路128、130号,gzqgbgw.gd@chinatelecom.cn,受集团公司委托经营由国家投资形成的国有资产和国有股权；经营与通信及信息业务相关的技术开发、技术服务、设计施工、设备生产与销售、信息咨询。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,-,020-38883322,"[""020-38883322"",""020-38854483""]"
德佑房地产经纪有限公司深圳分公司,广东省,深圳市,91440300MA5DDRA14H,兰馨,有限责任公司分公司,房地产业,2016-06-01,-,8212,深圳市南山区南山街道登良社区东滨路与南光路交汇处永新时代广场2号楼6层6097室,wangqin015@ke.com,房地产经纪，商务信息咨询，房地产咨询、策划，设计、制作各类广告，市场信息咨询与调查（不得从事社会调查、社会调研、民意调查、民意测验），票务代理，会务服务，翻译服务，投资信息咨询（除经纪），企业管理咨询，办公用品的批发、零售，计算机专业技术领域内的技术服务、技术咨询，技术开发。物业管理，建筑装饰装修建设工程专业施工,-,15900578856,"[""15900578856"",""0755-86548584""]"
中国电信股份有限公司广州分公司,广东省,广州市,91440000748017099P,李勇平,股份有限公司分公司,电信、广播电视和卫星传输服务,2003-03-10,-,5241,广州市天河区体育东路128号,gzqgbgw.gd@chinatelecom.cn,在本市行政区域内经营基础电信业务（在基础电信业务许可证有效期内经营）、增值电信业务（在增值电信业务许可证有效期内经营）；经营与通信及信息业务相关的系统集成、技术开发、技术服务、技术培训、技术咨询、信息咨询、设备及计算机软硬件的开发、销售、安装和设计与施工；房屋租赁，通信设施租赁；安全技术防范系统的设计、施工和维修；广告业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,www.mini189.cn,020-38883322,"[""020-38883322"",""020-38854483""]"
广深铁路股份有限公司广州机务段,广东省,广州市,91440101X184644602,刘锐,其他股份有限公司分公司(上市),商务服务业,2014-01-01,-,6030,广州市越秀区环市西路广州站1号,13922166058@139.com,联系总公司业务;(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,-,61357913,"[""61357913"",""020-61357913"",""61358603""]"
中南国际人力资源（深圳）有限公司东莞分公司,广东省,-,91441900572414807F,张文涛,其他有限责任公司分公司,商务服务业,2011-04-19,-,5342,东莞松山湖高新技术产业开发区北部工业城科苑公寓6102、6103号,hr@znhr.com,劳务派遣；礼仪策划。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,-,0769-23833944,"[""0769-23833944"",""0769-33202122"",""0755-84812439"",""0769-23079484"",""0755-84813180""]"
中远海运船员管理有限公司广州分公司,广东省,广州市,91440101MA5ANMD03K,林国旋,有限责任公司分公司(国有独资),水上运输业,2017-12-29,-,6306,广州市南沙区万顷沙镇粤海大道九涌段出口加工区管委会大楼302D房（仅限办公用途）,暂无信息,航运经纪;国内水运船舶代理;人力资源外包;代理海船船员办理申请培训、考试、申领证书等有关手续（具体经营项目以《船员服务机构许可证》为准）;代理船员用人单位管理海船船员事务（具体经营项目以《船员服务机构许可证》为准）;为国内航行海船提供配员等相关活动（具体经营项目以《船员服务机构许可证》为准）;为外国籍或港澳台地区籍海船提供配员（具体经营项目以《海员外派机构资质证书》为准）;代理外派海员办理申请培训、考试及申领相关证书（具体经营项目以《海员外派机构资质证书》为准）;国际船舶管理;船舶补给供应服务;国内船舶管理;国际海运船舶代理;对外劳务合作;,-,84102912,"[""84102912"",""020-84102912""]"
广州中滔绿由环保科技有限公司,广东省,广州市,91440115725642756T,陆小安,有限责任公司(台港澳法人独资),生态保护和环境治理业,2000-11-29,8187万人民币,5532,广州市南沙区横沥镇合兴路56号（横沥所）,zjb@py777.com,土壤修复;能源技术研究、技术开发服务;安全生产技术服务;油罐清洗服务;环保技术推广服务;可再生能源领域技术咨询、技术服务;资源再生及综合利用技术、企业生产排放物的再利用技术开发及其应用;污水处理及其再生利用;生活清洗、消毒服务;水污染治理;收集、贮存、处理、处置生活污泥;城市生活垃圾经营性清扫、收集、运输服务;化工产品废弃物治理;道路货物运输;矿物油废弃物治理;再生物资回收与批发;固体废物治理;医疗及药物废弃物治理;危险废物治理;废旧机械设备治理;金属矿物质废弃物治理;非金属矿物质废弃物治理;收集、贮存、处理（港口、船舶）含油废水;有毒性废弃物治理;危险化学品运输;腐蚀性废弃物治理;建筑施工废弃物治理;,www.py777.com,84968082,"[""84968082"",""020-84968889"",""84968889""]"
